ticker,Date,Open,High,Low,Close,Volume
TEKTU,2019-12-16,1.090000033378601,1.100000023841858,1.0499999523162842,1.100000023841858,16405087
TEKTU,2019-12-17,1.1200000047683716,1.1399999856948853,1.1100000143051147,1.1200000047683716,14974391
TEKTU,2019-12-18,1.1100000143051147,1.1100000143051147,1.0800000429153442,1.100000023841858,8152005
TEKTU,2019-12-19,1.100000023841858,1.1399999856948853,1.090000033378601,1.1399999856948853,14044423
TEKTU,2019-12-20,1.149999976158142,1.2100000381469727,1.1399999856948853,1.190000057220459,29740616
TEKTU,2019-12-23,1.190000057220459,1.2200000286102295,1.1699999570846558,1.190000057220459,11149998
TEKTU,2019-12-24,1.190000057220459,1.190000057220459,1.159999966621399,1.190000057220459,8267959
TEKTU,2019-12-25,1.1799999475479126,1.25,1.1799999475479126,1.2300000190734863,23755840
TEKTU,2019-12-26,1.2300000190734863,1.2699999809265137,1.2300000190734863,1.2599999904632568,19358705
TEKTU,2019-12-27,1.2699999809265137,1.3200000524520874,1.25,1.2599999904632568,24065157
TEKTU,2019-12-30,1.2799999713897705,1.309999942779541,1.25,1.2599999904632568,10530819
TEKTU,2019-12-31,1.2699999809265137,1.2799999713897705,1.2400000095367432,1.2699999809265137,8455263
TEKTU,2020-01-02,1.2599999904632568,1.3200000524520874,1.2599999904632568,1.2999999523162842,11682611
TEKTU,2020-01-03,1.2799999713897705,1.2799999713897705,1.159999966621399,1.2300000190734863,20745336
TEKTU,2020-01-06,1.2000000476837158,1.2000000476837158,1.1200000047683716,1.1299999952316284,18485346
TEKTU,2020-01-07,1.149999976158142,1.190000057220459,1.149999976158142,1.159999966621399,9778190
TEKTU,2020-01-08,1.1200000047683716,1.1799999475479126,1.100000023841858,1.159999966621399,20125852
TEKTU,2020-01-09,1.190000057220459,1.2599999904632568,1.190000057220459,1.2599999904632568,16601352
TEKTU,2020-01-10,1.25,1.4800000190734863,1.25,1.4299999475479126,66072084
TEKTU,2020-01-13,1.4500000476837158,1.4700000286102295,1.3899999856948853,1.4199999570846558,20615727
TEKTU,2020-01-14,1.4199999570846558,1.4299999475479126,1.309999942779541,1.3899999856948853,18254338
TEKTU,2020-01-15,1.3899999856948853,1.4600000381469727,1.350000023841858,1.4299999475479126,34420608
TEKTU,2020-01-16,1.4299999475479126,1.4500000476837158,1.3799999952316284,1.399999976158142,11476002
TEKTU,2020-01-17,1.409999966621399,1.440000057220459,1.3899999856948853,1.4199999570846558,14244775
TEKTU,2020-01-20,1.4299999475479126,1.5,1.4299999475479126,1.440000057220459,23792069
TEKTU,2020-01-21,1.4199999570846558,1.4500000476837158,1.3899999856948853,1.4299999475479126,15954840
TEKTU,2020-01-22,1.4500000476837158,1.4500000476837158,1.3899999856948853,1.409999966621399,10484999
TEKTU,2020-01-23,1.399999976158142,1.440000057220459,1.3899999856948853,1.409999966621399,12456905
TEKTU,2020-01-24,1.4199999570846558,1.4299999475479126,1.3600000143051147,1.3899999856948853,16970986
TEKTU,2020-01-27,1.3600000143051147,1.4299999475479126,1.340000033378601,1.3899999856948853,17484387
TEKTU,2020-01-28,1.399999976158142,1.4199999570846558,1.3700000047683716,1.3899999856948853,21875387
TEKTU,2020-01-29,1.399999976158142,1.4700000286102295,1.3899999856948853,1.4199999570846558,44188288
TEKTU,2020-01-30,1.399999976158142,1.4299999475479126,1.3600000143051147,1.399999976158142,24817880
TEKTU,2020-01-31,1.3899999856948853,1.409999966621399,1.3799999952316284,1.3899999856948853,10709083
TEKTU,2020-02-03,1.3799999952316284,1.3899999856948853,1.340000033378601,1.3600000143051147,10122186
TEKTU,2020-02-04,1.3799999952316284,1.6299999952316284,1.3799999952316284,1.6299999952316284,203904426
TEKTU,2020-02-05,1.6399999856948853,1.9199999570846558,1.6399999856948853,1.7000000476837158,457246721
TEKTU,2020-02-06,1.7400000095367432,1.809999942779541,1.7200000286102295,1.7599999904632568,172641015
TEKTU,2020-02-07,1.7699999809265137,1.7799999713897705,1.649999976158142,1.6699999570846558,67491280
TEKTU,2020-02-10,1.6699999570846558,1.7400000095367432,1.5099999904632568,1.600000023841858,87781854
TEKTU,2020-02-11,1.6299999952316284,1.659999966621399,1.5399999618530273,1.6100000143051147,62350759
TEKTU,2020-02-12,1.6200000047683716,1.659999966621399,1.5800000429153442,1.590000033378601,46095282
TEKTU,2020-02-13,1.590000033378601,1.6299999952316284,1.5700000524520874,1.590000033378601,29292500
TEKTU,2020-02-14,1.590000033378601,1.6100000143051147,1.5499999523162842,1.5499999523162842,31740982
TEKTU,2020-02-17,1.5700000524520874,1.659999966621399,1.5199999809265137,1.600000023841858,81649295
TEKTU,2020-02-18,1.600000023841858,1.6100000143051147,1.5299999713897705,1.5499999523162842,34888748
TEKTU,2020-02-19,1.559999942779541,1.6100000143051147,1.5299999713897705,1.590000033378601,49170801
TEKTU,2020-02-20,1.590000033378601,1.600000023841858,1.399999976158142,1.4199999570846558,42588604
TEKTU,2020-02-21,1.399999976158142,1.5399999618530273,1.3600000143051147,1.5399999618530273,87953785
TEKTU,2020-02-24,1.5,1.6299999952316284,1.4700000286102295,1.5800000429153442,84019399
TEKTU,2020-02-25,1.6100000143051147,1.6299999952316284,1.5399999618530273,1.5700000524520874,41194435
TEKTU,2020-02-26,1.5499999523162842,1.5700000524520874,1.5099999904632568,1.559999942779541,36166926
TEKTU,2020-02-27,1.5199999809265137,1.5499999523162842,1.4199999570846558,1.4299999475479126,36731913
